Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,1.2073777657170569750712484419,1.20737776571706,1.20737776571706,1.20737776571706,1.20737776571706,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,86196.21
0.02,0,1.1437215795451959550820167600,1.1437215795452,1.1437215795452,1.1437215795452,1.1437215795452,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,172392.4
0.03,0,1.1396484924408177339142383821,1.13964849244082,1.13964849244082,1.13964849244082,1.13964849244082,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,258588.6
0.04,0,1.1396484924408177339142383821,1.13964849244082,1.13964849244082,1.13964849244082,1.13964849244082,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,344784.8
0.05,0,1.1396484924408177339142383821,1.13964849244082,1.13964849244082,1.13964849244082,1.13964849244082,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,430981.1
0.06,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,517177.2
0.07,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,603373.5
0.08,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,689569.7
0.09,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,775765.9
0.10,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,861962.1
0.11,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,948158.3
0.12,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1034354
0.13,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1120551
0.14,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1206747
0.15,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1292943
0.16,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1379139
0.17,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1465336
0.18,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1551532
0.19,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1637728
0.20,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1723924
0.21,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1810120
0.22,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1896317
0.23,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,1982513
0.24,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2068709
0.25,0,1.1396399417660164523483185917,1.13963994176602,1.13963994176602,1.13963994176602,1.13963994176602,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2154905
0.26,0,1.1399890871451978971354905459,1.1399890871452,1.1399890871452,1.1399890871452,1.1399890871452,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2241102
0.27,0,1.1403380775552807261016295788,1.14033807755528,1.14033807755528,1.14033807755528,1.14033807755528,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2327298
0.28,0,1.1406872229344621708888015330,1.14068722293446,1.14068722293446,1.14068722293446,1.14068722293446,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2413494
0.29,0,1.1410362133445449998549405658,1.14103621334454,1.14103621334454,1.14103621334454,1.14103621334454,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2499690
0.30,0,1.1413853587237264446421125201,1.14138535872373,1.14138535872373,1.14138535872373,1.14138535872373,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2585886
0.31,0,1.1417343491338092736082515529,1.14173434913381,1.14173434913381,1.14173434913381,1.14173434913381,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2672082
0.32,0,1.1420834945129907183954235071,1.14208349451299,1.14208349451299,1.14208349451299,1.14208349451299,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2758279
0.33,0,1.1424324849230735473615625400,1.14243248492307,1.14243248492307,1.14243248492307,1.14243248492307,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2844475
0.34,0,1.1427816303022549921487344942,1.14278163030226,1.14278163030226,1.14278163030226,1.14278163030226,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,2930671
0.35,0,1.1431306207123378211148735270,1.14313062071234,1.14313062071234,1.14313062071234,1.14313062071234,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3016867
0.36,0,1.1434797660915192659020454813,1.14347976609152,1.14347976609152,1.14347976609152,1.14347976609152,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3103064
0.37,0,1.1438287565016020948681845141,1.1438287565016,1.1438287565016,1.1438287565016,1.1438287565016,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3189260
0.38,0,1.1441779018807835396553564683,1.14417790188078,1.14417790188078,1.14417790188078,1.14417790188078,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3275456
0.39,0,1.1445268922908663686214955011,1.14452689229087,1.14452689229087,1.14452689229087,1.14452689229087,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3361652
0.40,0,1.1448758827009491975876345340,1.14487588270095,1.14487588270095,1.14487588270095,1.14487588270095,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3447848
0.41,0,1.1452250280801306423748064882,1.14522502808013,1.14522502808013,1.14522502808013,1.14522502808013,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3534045
0.42,0,1.1455740184902134713409455210,1.14557401849021,1.14557401849021,1.14557401849021,1.14557401849021,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3620241
0.43,0,1.1459231638693949161281174753,1.1459231638694,1.1459231638694,1.1459231638694,1.1459231638694,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3706437
0.44,0,1.1462721542794777450942565081,1.14627215427948,1.14627215427948,1.14627215427948,1.14627215427948,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3792633
0.45,0,1.1466212996586591898814284623,1.14662129965866,1.14662129965866,1.14662129965866,1.14662129965866,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3878830
0.46,0,1.1469702900687420188475674952,1.14697029006874,1.14697029006874,1.14697029006874,1.14697029006874,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,3965026
0.47,0,1.1473194354479234636347394494,1.14731943544792,1.14731943544792,1.14731943544792,1.14731943544792,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4051222
0.48,0,1.1476684258580062926008784822,1.14766842585801,1.14766842585801,1.14766842585801,1.14766842585801,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4137418
0.49,0,1.1480175712371877373880504365,1.14801757123719,1.14801757123719,1.14801757123719,1.14801757123719,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4223614
0.50,0,1.1483665616472705663541894693,1.14836656164727,1.14836656164727,1.14836656164727,1.14836656164727,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4309810
0.51,0,1.1487157070264520111413614235,1.14871570702645,1.14871570702645,1.14871570702645,1.14871570702645,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4396006
0.52,0,1.1490646974365348401075004564,1.14906469743653,1.14906469743653,1.14906469743653,1.14906469743653,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4482203
0.53,0,1.1494138428157162848946724106,1.14941384281572,1.14941384281572,1.14941384281572,1.14941384281572,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4568399
0.54,0,1.1497628332257991138608114434,1.1497628332258,1.1497628332258,1.1497628332258,1.1497628332258,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4654596
0.55,0,1.1501119786049805586479833977,1.15011197860498,1.15011197860498,1.15011197860498,1.15011197860498,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4740792
0.56,0,1.1504609690150633876141224305,1.15046096901506,1.15046096901506,1.15046096901506,1.15046096901506,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4826988
0.57,0,1.1508101143942448324012943847,1.15081011439424,1.15081011439424,1.15081011439424,1.15081011439424,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4913184
0.58,0,1.1511591048043276613674334175,1.15115910480433,1.15115910480433,1.15115910480433,1.15115910480433,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,4999380
0.59,0,1.1515082501835091061546053718,1.15150825018351,1.15150825018351,1.15150825018351,1.15150825018351,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5085576
0.60,0,1.1518572405935919351207444046,1.15185724059359,1.15185724059359,1.15185724059359,1.15185724059359,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5171773
0.61,0,1.1528378850496328506170711363,1.15283788504963,1.15283788504963,1.15283788504963,1.15283788504963,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5257969
0.62,0,1.1537960589863744720636242624,1.15379605898637,1.15379605898637,1.15379605898637,1.15379605898637,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5344165
0.63,0,1.1547540779540174776891444670,1.15475407795402,1.15475407795402,1.15475407795402,1.15475407795402,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5430362
0.64,0,1.1557120969216604833146646717,1.15571209692166,1.15571209692166,1.15571209692166,1.15571209692166,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5516558
0.65,0,1.1566701158893034889401848764,1.1566701158893,1.1566701158893,1.1566701158893,1.1566701158893,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5602754
0.66,0,1.1576281348569464945657050810,1.15762813485695,1.15762813485695,1.15762813485695,1.15762813485695,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5688950
0.67,0,1.1585861538245895001912252857,1.15858615382459,1.15858615382459,1.15858615382459,1.15858615382459,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5775146
0.68,0,1.1595441727922325058167454904,1.15954417279223,1.15954417279223,1.15954417279223,1.15954417279223,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5861342
0.69,0,1.1605021917598755114422656950,1.16050219175988,1.16050219175988,1.16050219175988,1.16050219175988,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,5947538
0.70,0,1.1614602107275185170677858997,1.16146021072752,1.16146021072752,1.16146021072752,1.16146021072752,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6033734
0.71,0,1.1624183846642601385143390258,1.16241838466426,1.16241838466426,1.16241838466426,1.16241838466426,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6119931
0.72,0,1.1633764036319031441398592304,1.1633764036319,1.1633764036319,1.1633764036319,1.1633764036319,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6206128
0.73,0,1.1643344225995461497653794351,1.16433442259955,1.16433442259955,1.16433442259955,1.16433442259955,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6292324
0.74,0,1.1652924415671891553908996398,1.16529244156719,1.16529244156719,1.16529244156719,1.16529244156719,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6378520
0.75,0,1.1662504605348321610164198444,1.16625046053483,1.16625046053483,1.16625046053483,1.16625046053483,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6464716
0.76,0,1.1672084795024751666419400491,1.16720847950248,1.16720847950248,1.16720847950248,1.16720847950248,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6550912
0.77,0,1.1681664984701181722674602538,1.16816649847012,1.16816649847012,1.16816649847012,1.16816649847012,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6637108
0.78,0,1.1691245174377611778929804584,1.16912451743776,1.16912451743776,1.16912451743776,1.16912451743776,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6723304
0.79,0,1.1700825364054041835185006631,1.1700825364054,1.1700825364054,1.1700825364054,1.1700825364054,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6809501
0.80,0,1.1710407103421458049650537892,1.17104071034215,1.17104071034215,1.17104071034215,1.17104071034215,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6895697
0.81,0,1.1719987293097888105905739939,1.17199872930979,1.17199872930979,1.17199872930979,1.17199872930979,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,6981893
0.82,0,1.1729567482774318162160941985,1.17295674827743,1.17295674827743,1.17295674827743,1.17295674827743,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7068090
0.83,0,1.1739147672450748218416144032,1.17391476724508,1.17391476724508,1.17391476724508,1.17391476724508,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7154286
0.84,0,1.1748727862127178274671346079,1.17487278621272,1.17487278621272,1.17487278621272,1.17487278621272,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7240482
0.85,0,1.1758308051803608330926548125,1.17583080518036,1.17583080518036,1.17583080518036,1.17583080518036,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7326678
0.86,0,1.1767888241480038387181750172,1.176788824148,1.176788824148,1.176788824148,1.176788824148,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7412874
0.87,0,1.1777468431156468443436952219,1.17774684311565,1.17774684311565,1.17774684311565,1.17774684311565,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7499070
0.88,0,1.1787048620832898499692154265,1.17870486208329,1.17870486208329,1.17870486208329,1.17870486208329,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7585266
0.89,0,1.1796630360200314714157685526,1.17966303602003,1.17966303602003,1.17966303602003,1.17966303602003,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7671462
0.90,0,1.1806210549876744770412887573,1.18062105498767,1.18062105498767,1.18062105498767,1.18062105498767,0,0,0,0,14.4694459116234,11.890800595994310646100264991,11.890800595994310646100264991,7757659
0.91,0,1.18864927816159,1.18864927816159,1.18864927816159,1.18864927816159,1.18864927816159,0,0,0,0,14.9184498268786,11.9174938633714,11.9037312149487,7843856
0.92,0,1.21273394768334,1.21273394768333,1.21273394768333,1.21273394768333,1.21273394768333,0,0,0,0,15.3674537421338,11.9441871307486,11.9166618339031,7930052
0.93,0,1.26136784225322,1.26136784225322,1.26136784225322,1.26136784225322,1.26136784225322,0,0,0,0,15.8164576573889,11.9708803981257,11.9295924528575,8016248
0.94,0,1.32250862711036,1.32250862711036,1.32250862711036,1.32250862711036,1.32250862711036,0,0,0,0,16.2654615726441,11.9975736655029,11.9425230718119,8102444
0.95,0,1.3836494119675,1.3836494119675,1.3836494119675,1.3836494119675,1.3836494119675,0,0,0,0,16.7144654878993,12.02426693288,11.9554536907663,8188640
0.96,0,1.44479019682464,1.44479019682464,1.44479019682464,1.44479019682464,1.44479019682464,0,0,0,0,17.1634694031544,12.0509602002571,11.9683843097207,8274836
0.97,0,1.50593098168179,1.50593098168179,1.50593098168179,1.50593098168179,1.50593098168179,0,0,0,0,17.6124733184096,12.0776534676343,11.9813149286751,8361032
