Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.5596938652210357780905850919,0.559693865221036,0.559693865221036,0.559693865221036,0.559693865221036,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,153755.4
0.02,0,0.5497476351811321043005647756,0.549747635181132,0.549747635181132,0.549747635181132,0.549747635181132,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,307510.8
0.03,0,0.5497476351811321043005647756,0.549747635181132,0.549747635181132,0.549747635181132,0.549747635181132,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,461266.2
0.04,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,615021.6
0.05,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,768777
0.06,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,922532.4
0.07,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,1076288
0.08,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,1230043
0.09,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,1383799
0.10,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,1537554
0.11,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,1691309
0.12,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,1845065
0.13,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,1998820
0.14,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,2152576
0.15,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,2306331
0.16,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,2460086
0.17,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,2613842
0.18,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,2767597
0.19,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,2921353
0.20,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,3075108
0.21,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,3228863
0.22,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,3382619
0.23,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,3536374
0.24,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,3690130
0.25,0,0.5497410001729726043572467801,0.549741000172973,0.549741000172973,0.549741000172973,0.549741000172973,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,3843885
0.26,0,0.5499308985707346842861540673,0.549930898570735,0.549930898570735,0.549930898570735,0.549930898570735,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,3997640
0.27,0,0.5501208168115895293226819300,0.55012081681159,0.55012081681159,0.55012081681159,0.55012081681159,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,4151396
0.28,0,0.5503107152093516092515892173,0.550310715209352,0.550310715209352,0.550310715209352,0.550310715209352,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,4305152
0.29,0,0.5505006334502064542881170800,0.550500633450206,0.550500633450206,0.550500633450206,0.550500633450206,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,4458906
0.30,0,0.5506905516910612993246449427,0.550690551691061,0.550690551691061,0.550690551691061,0.550690551691061,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,4612662
0.31,0,0.5508804500888233792535522300,0.550880450088823,0.550880450088823,0.550880450088823,0.550880450088823,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,4766418
0.32,0,0.5510703683296782242900800927,0.551070368329678,0.551070368329678,0.551070368329678,0.551070368329678,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,4920173
0.33,0,0.5512602865705330693266079554,0.551260286570533,0.551260286570533,0.551260286570533,0.551260286570533,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,5073928
0.34,0,0.5514502048113879143631358181,0.551450204811388,0.551450204811388,0.551450204811388,0.551450204811388,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,5227684
0.35,0,0.5516401032091499942920431054,0.55164010320915,0.55164010320915,0.55164010320915,0.55164010320915,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,5381439
0.36,0,0.5518300214500048393285709681,0.551830021450005,0.551830021450005,0.551830021450005,0.551830021450005,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,5535194
0.37,0,0.5520199396908596843650988308,0.55201993969086,0.55201993969086,0.55201993969086,0.55201993969086,0,0,0,0,6.31909475558745,17.176091566619693004571662449,17.176091566619693004571662449,5688950
